PARK,BOROUGH,QUARTER,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL
BRIDGE PARK BRONX,BRONX,1,7.156,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BEACH 30TH STREET PLAYGROUND,QUEENS,1,7.122,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BROWER PARK,BROOKLYN,1,7.047,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JOYCE KILMER PARK,BRONX,1,6.882,ONE ACRE OR LARGER,0,0,2,0,0,1,0,3
MARIA HERNANDEZ PARK,BROOKLYN,1,6.873,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
THE HIGH LINE,MANHATTAN,1,6.73,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FRIENDS FIELD,BROOKLYN,1,6.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LINDOWER PARK,BROOKLYN,1,6.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
J. HOOD WRIGHT PARK,MANHATTAN,1,6.699,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WNYC TRANSMITTER PARK,BROOKLYN,1,6.611,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SPUYTEN DUYVIL SHOREFRONT PARK,BRONX,1,6.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PARK AVENUE MALLS,MANHATTAN,1,6.593,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WESTWOOD PARK,STATEN ISLAND,1,6.563,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNION SQUARE PARK,MANHATTAN,1,6.51,ONE ACRE OR LARGER,0,0,0,0,1,3,0,4
CONCRETE PLANT PARK,BRONX,1,6.438,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COL. YOUNG PLAYGROUND,MANHATTAN,1,6.423,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BRADYS POND PARK,STATEN ISLAND,1,6.402,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COOPER PARK,BROOKLYN,1,6.401,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GRAVESEND PARK,BROOKLYN,1,6.379,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DR. CHARLES R. DREW PARK,QUEENS,1,6.336,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TRINITY PARK,BROOKLYN,1,6.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MADISON SQUARE PARK,MANHATTAN,1,6.234,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
ELMHURST PARK,QUEENS,1,6.219,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FORT HAMILTON ATHLETIC FIELD,BROOKLYN,1,6.194,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
AMBROSINI FIELD,BRONX,1,6.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CLEARVIEW PARK,QUEENS,1,6.05,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RALPH DEMARCO PARK,QUEENS,1,6.03,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WINGATE PARK,BROOKLYN,1,5.888,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNNAMED PARK ON DRUMGOOLE ROAD & HUGUENOT AVENUE,STATEN ISLAND,1,5.848,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DE WITT CLINTON PARK,MANHATTAN,1,5.829,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNNAMED PARK ON BOUNDARY AVENUE,STATEN ISLAND,1,5.765,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
VAN VOORHEES PARK,BROOKLYN,1,5.739,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HALLETS COVE PLAYGROUND,QUEENS,1,5.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MCKINLEY PARK,BROOKLYN,1,5.655,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SOUTHERN FIELDS,QUEENS,1,5.593,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DEVOE PARK,BRONX,1,5.44,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ST. MICHAEL'S PLAYGROUND,QUEENS,1,5.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
KENNEDY PLAYGROUND,QUEENS,1,5.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MAFERA PARK,QUEENS,1,5.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SEAGIRT AVE WETLANDS,QUEENS,1,5.323,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JOHN PAUL JONES PARK,BROOKLYN,1,5.317,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WALKER PARK,STATEN ISLAND,1,5.278,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
OLD PLACE CREEK PARK,STATEN ISLAND,1,5.233,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HOOVER - MANTON PLAYGROUNDS,QUEENS,1,5.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GEN. DOUGLAS MACARTHUR PARK,STATEN ISLAND,1,5.165,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GROVER CLEVELAND PLAYGROUND,QUEENS,1,5.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
POLICE OFFICER EDWARD BYRNE PARK,QUEENS,1,4.966,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CYPRESS HILLS PLAYGROUND,BROOKLYN,1,4.947,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SETH LOW PLAYGROUND/ BEALIN SQUARE,BROOKLYN,1,4.945,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
KELLY PARK,BROOKLYN,1,4.896,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SOCRATES SCULPTURE PARK,QUEENS,1,4.893,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BEACH 9 PLAYGROUND,QUEENS,1,4.863,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SOUTH BEACH WETLANDS,STATEN ISLAND,1,4.794,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NAPLES PLAYGROUND,STATEN ISLAND,1,4.784,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RAOUL WALLENBERG FOREST,BRONX,1,4.73,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WEST HARLEM PIERS,MANHATTAN,1,4.712,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SPORTS PARK,STATEN ISLAND,1,4.647,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WASHINGTON'S WALK,BRONX,1,4.637,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CAMBRIA PLAYGROUND,QUEENS,1,4.635,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARCONI PARK,QUEENS,1,4.635,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
VALENTINO PIER,BROOKLYN,1,4.525,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GRANITEVILLE QUARRY PARK,STATEN ISLAND,1,4.465,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MONTBELLIER PARK,QUEENS,1,4.427,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
QUARRY BALLFIELDS,BRONX,1,4.417,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
RICHMAN (ECHO) PARK,BRONX,1,4.385,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JEROME PARK,BRONX,1,4.359,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CORLEARS HOOK PARK,MANHATTAN,1,4.355,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PHIL ""SCOOTER"" RIZZUTO PARK,QUEENS,1,4.353,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ASPHALT GREEN,MANHATTAN,1,4.35,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FABER POOL AND PARK,STATEN ISLAND,1,4.339,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MACHATE CIRCLE,BROOKLYN,1,4.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HAMILTON FISH PARK,MANHATTAN,1,4.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TIFFANY STREET PIER,BRONX,1,4.231,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
KINGDOM POND PARK,STATEN ISLAND,1,4.22,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COLUMBUS PARK BROOKLYN,BROOKLYN,1,4.14,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
STAPLETON PLAYGROUND,STATEN ISLAND,1,4.096,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
STERNBERG PARK,BROOKLYN,1,4.044,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COLUCCI PLAYGROUND,BRONX,1,4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NORTHERLEIGH PARK,STATEN ISLAND,1,3.955,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
STUYVESANT SQUARE,MANHATTAN,1,3.928,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LAST CHANCE POND PARK,STATEN ISLAND,1,3.903,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FORDHAM LANDING PLAYGROUND,BRONX,1,3.9,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CHELSEA PARK,MANHATTAN,1,3.9,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
NORTH 5TH STREET PIER AND PARK,BROOKLYN,1,3.882,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HAGGERTY PARK,QUEENS,1,3.867,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JACOB H. SCHIFF PLAYGROUND,MANHATTAN,1,3.852,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GRANT PARK,BRONX,1,3.85,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EAST ELMHURST PLAYGROUND,QUEENS,1,3.827,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JOSEPH AUSTIN PLAYGROUND,QUEENS,1,3.814,ONE ACRE OR LARGER,0,0,2,0,0,0,0,2
UNNAMED PARK ON ROCKAWAY BOARDWALK & CREST ROAD,QUEENS,1,3.809,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LINCOLN CENTER PLAZA,MANHATTAN,1,3.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
INGRAM WOODS,STATEN ISLAND,1,3.77,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FARM PLAYGROUND,QUEENS,1,3.757,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HINTON PARK,QUEENS,1,3.735,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LOUIS PASTEUR PARK,QUEENS,1,3.673,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WHITEY FORD FIELD,QUEENS,1,3.622,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
POMONOK PLAYGROUND,QUEENS,1,3.596,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CLAWSON PLAYGROUND,STATEN ISLAND,1,3.593,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BENNETT REST,MANHATTAN,1,3.567,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GOVERNOR SMITH PLAYGROUND,BRONX,1,3.564,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PAERDEGAT PARK,BROOKLYN,1,3.56,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
AMERSFORT PARK,BROOKLYN,1,3.557,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CITY LINE PARK,BROOKLYN,1,3.552,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BAILEY PLAYGROUND,BRONX,1,3.533,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NAUTILUS PLAYGROUND QUEENS,QUEENS,1,3.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
VINMONT VETERAN PARK,BRONX,1,3.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MCDONALD PLAYGROUND BROOKLYN,BROOKLYN,1,3.485,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
THE OLDE TOWNE OF FLUSHING BURIAL GROUND,QUEENS,1,3.474,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WEGENER PARK,STATEN ISLAND,1,3.464,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNNAMED PARK ON BEACH CHANNEL DRIVE & BEACH 89TH TO OLD BEACH 88TH STREET,QUEENS,1,3.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JULIO CARBALLO FIELDS,BRONX,1,3.428,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GRADY PLAYGROUND,BROOKLYN,1,3.403,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CO-OP CITY FIELD,BRONX,1,3.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BREININGER PARK,QUEENS,1,3.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ST. MICHAEL'S PARK,QUEENS,1,3.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GREENWOOD PLAYGROUND,BROOKLYN,1,3.39,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ST. ANDREW'S PLAYGROUND,BROOKLYN,1,3.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SEWARD PARK,MANHATTAN,1,3.361,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BEHAGEN PLAYGROUND,BRONX,1,3.348,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DUGAN PLAYGROUND,STATEN ISLAND,1,3.333,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EVERGREEN PARK,QUEENS,1,3.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JOHN JAY PARK,MANHATTAN,1,3.312,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNIVERSITY WOODS,BRONX,1,3.306,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WATSON GLEASON PLAYGROUND,BRONX,1,3.301,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TOTTENVILLE POOL,STATEN ISLAND,1,3.259,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
VITO LOCASCIO FIELD,QUEENS,1,3.258,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CALLAHAN-KELLY PLAYGROUND,BROOKLYN,1,3.253,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JUDGE MOSES WEINSTEIN PLAYGROUND,QUEENS,1,3.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COLUMBUS PARK AT MANHATTAN,MANHATTAN,1,3.233,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GREENCROFT PLAYGROUND,STATEN ISLAND,1,3.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BILL BROWN PLAYGROUND,BROOKLYN,1,3.214,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SARATOGA PARK,BROOKLYN,1,3.214,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SCARANGELLA PARK,BROOKLYN,1,3.214,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NOBLE PLAYGROUND,BRONX,1,3.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JAMAICA PLAYGROUND,QUEENS,1,3.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARCY PLAYGROUND,BROOKLYN,1,3.201,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
LYONS POOL,STATEN ISLAND,1,3.195,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WAYANDA PARK,QUEENS,1,3.17,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
AMERICAN VETERANS MEMORIAL PIER,BROOKLYN,1,3.169,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HOLCOMBE RUCKER PARK,MANHATTAN,1,3.125,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JESSE OWENS PLAYGROUND,BROOKLYN,1,3.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EAST RIVER WALK,MANHATTAN,1,3.089,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PARK OF THE AMERICAS,QUEENS,1,3.076,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BROOKLYN HEIGHTS PROMENADE,BROOKLYN,1,3.035,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
J.J. BYRNE PLAYGROUND,BROOKLYN,1,3.03,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HERO PARK,STATEN ISLAND,1,3.024,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NOSTRAND PLAYGROUND,BROOKLYN,1,3.023,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
FORT INDEPENDENCE PLAYGROUND,BRONX,1,3.02,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BROWNSVILLE PLAYGROUND,BROOKLYN,1,3.017,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GRANDVIEW PLAYGROUND,STATEN ISLAND,1,3.014,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LAWRENCE VIRGILIO PLAYGROUND,QUEENS,1,3.009,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JACOB JOFFE FIELDS,BROOKLYN,1,2.984,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CLASSON PLAYGROUND AT CLASSON AVENUE & KENT,BROOKLYN,1,2.982,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UTOPIA PLAYGROUND,QUEENS,1,2.98,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BATH BEACH PARK,BROOKLYN,1,2.964,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GLEN OAKS OVAL,QUEENS,1,2.948,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MERRIAM PLAYGROUND,BRONX,1,2.944,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
POSEIDON PLAYGROUND,BROOKLYN,1,2.944,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ROBERT E. VENABLE PARK,BROOKLYN,1,2.939,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LEFFERTS PLAYGROUND,QUEENS,1,2.937,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WALT WHITMAN PARK,BROOKLYN,1,2.913,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WESTERLEIGH PARK,STATEN ISLAND,1,2.889,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PETERS FIELD,QUEENS,1,2.872,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DELPHIN H. GREENE PLAYGROUND,QUEENS,1,2.861,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HOFFMAN PARK,QUEENS,1,2.857,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
MARKHAM PLAYGROUND,STATEN ISLAND,1,2.836,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SPERANDEO BROTHERS PLAYGROUND,BROOKLYN,1,2.799,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BUSHWICK PLAYGROUND ON KNICKERBOCKER AVENUE,BROOKLYN,1,2.783,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
IRVING SQUARE PARK,BROOKLYN,1,2.76,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ST. VARTAN PARK,MANHATTAN,1,2.759,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
RAVENSWOOD PLAYGROUND,QUEENS,1,2.758,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GORMAN PLAYGROUND,QUEENS,1,2.755,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LOUIS CUVILLIER PARK,MANHATTAN,1,2.752,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GRACE PLAYGROUND,BROOKLYN,1,2.744,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GREEN CENTRAL KNOLL,BROOKLYN,1,2.741,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DETECTIVE WILLIAM T. GUNN PARK,QUEENS,1,2.719,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HOLY COW PLAYGROUND,QUEENS,1,2.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BAYSIDE FIELDS,QUEENS,1,2.69,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HICKMAN PLAYGROUND,BROOKLYN,1,2.656,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ARBUTUS WOODS PARK,STATEN ISLAND,1,2.65,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
STARS & STRIPES PLAYGROUND,BRONX,1,2.646,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
P.O. SERRANO PLAYGROUND,BRONX,1,2.618,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COLEMAN PLAYGROUND,MANHATTAN,1,2.61,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARGARET I. CARMAN GREEN - WEEPING BEECH,QUEENS,1,2.6,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
KATHY REILLY TRIANGLE,BROOKLYN,1,2.589,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RIVERDALE PLAYGROUND,BRONX,1,2.58,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARIE CURIE PARK,QUEENS,1,2.552,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EDENWALD PLAYGROUND,BRONX,1,2.537,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
THOMAS GREENE PLAYGROUND,BROOKLYN,1,2.525,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MURRAY PLAYGROUND,QUEENS,1,2.524,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BATHGATE PLAYGROUND,BRONX,1,2.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BIG BUSH PARK,QUEENS,1,2.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JOSEPH RODMAN DRAKE PARK,BRONX,1,2.49,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
INDEPENCE PARK SYLVAN GROVE CEMETERY,STATEN ISLAND,1,2.476,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ALLEY PARK,QUEENS,1,2.446,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FREDERICK JOHNSON PLAYGROUND,MANHATTAN,1,2.445,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DAMROSCH PARK,MANHATTAN,1,2.443,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ASSER LEVY PLAYGROUND,MANHATTAN,1,2.436,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HARRY MAZE PLAYGROUND,BROOKLYN,1,2.427,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LOST BATTALION HALL RECREATION CENTER,QUEENS,1,2.412,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DUTCH KILLS PLAYGROUND,QUEENS,1,2.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
KOSCIUSZKO POOL,BROOKLYN,1,2.391,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WEST PLAYGROUND,BROOKLYN,1,2.387,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HOMECREST PLAYGROUND,BROOKLYN,1,2.372,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DE MATTI PLAYGROUND,STATEN ISLAND,1,2.335,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
POE PARK,BRONX,1,2.331,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
OVERLOOK PARK,QUEENS,1,2.327,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BARUCH PLAYGROUND,MANHATTAN,1,2.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
OSBORN PLAYGROUND,BROOKLYN,1,2.3,ONE ACRE OR LARGER,0,1,0,0,0,0,0,1
FLOYD PATTERSON BALLFIELDS,BROOKLYN,1,2.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RAILROAD PLAYGROUND,BROOKLYN,1,2.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TRIBORO PLAZA,MANHATTAN,1,2.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
POWER PLAYGROUND,BROOKLYN,1,2.295,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MONSIGNOR CRAWFORD FIELD,BROOKLYN,1,2.291,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARTIN LUTHER KING JR. PLAYGROUND,BROOKLYN,1,2.29,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
P.O. REINALDO SALGADO PLAYGROUND,BROOKLYN,1,2.289,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
CARLTON PARK AT CARLTON AVENUE & FOSTER ROAD,STATEN ISLAND,1,2.288,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CENTURY PLAYGROUND,BROOKLYN,1,2.282,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SOUTH PACIFIC PLAYGROUND,BROOKLYN,1,2.264,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
NORTH SHORE ESPLANADE,STATEN ISLAND,1,2.252,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FOX PLAYGROUND BROOKLYN,BROOKLYN,1,2.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
VLEIGH PLAYGROUND,QUEENS,1,2.243,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LAREDO AVENUE PARCEL,STATEN ISLAND,1,2.223,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FREDERICK B. JUDGE PLAYGROUND,QUEENS,1,2.217,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BELMONT PLAYGROUND BRONX,BRONX,1,2.213,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MAHONEY PLAYGROUND,STATEN ISLAND,1,2.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ANCHORAGE PLAZA,BROOKLYN,1,2.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ASTORIA HEIGHTS PLAYGROUND,QUEENS,1,2.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HOYT PLAYGROUND,QUEENS,1,2.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LORETO PLAYGROUND,BRONX,1,2.181,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HARDING PARK,BRONX,1,2.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WASHINGTON MARKET PARK,MANHATTAN,1,2.15,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
VIDALIA PARK,BRONX,1,2.136,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNNAMED PARK ON E 122ND STREET,MANHATTAN,1,2.13,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BRIDGE PARK BROOKLYN,BROOKLYN,1,2.117,ONE ACRE OR LARGER,0,0,1,0,0,1,0,2
HAMILTON METZ FIELD,BROOKLYN,1,2.112,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
